question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-09_16,OBJETIVA,J2,gemma2,medio,Direito Constitucional,Controle Difuso e Reserva de Plenario,"João ingressa com ação individual buscando a repetição de indébito tributário, tendo como causa de pedir a inconstitucionalidade da Lei Federal “X”, que criou o tributo.
Sobre a demanda, assinale a afirmativa correta.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:36:33Z
2012-09_17,OBJETIVA,J2,gemma2,medio,Direito Constitucional,Inelegibilidades,"José da Silva, prefeito do Município “X”, integrante do Estado “Y”, possui familiares que pretendem concorrer a cargos elegíveis nas próximas eleições.
Sobre essa situação, assinale a afirmativa correta.",D,B,False,True,"{```json
{
  ""resposta_objetiva"": ""B""
}
```",2026-03-31T01:36:36Z
2012-09_18,OBJETIVA,J2,gemma2,medio,Direito Constitucional,Repartição de Competências,"O Estado ”X” possui Lei Ordinária, que dispõe sobre regras de trânsito e transporte. Determina essa lei a instalação de cinto de segurança em veículos de transporte coletivo de passageiros, impondo penalidades em caso de descumprimento. Inconformado com este diploma legal, o Governador do Estado deseja propor ação direta de inconstitucionalidade.
Neste caso, assinale a afirmativa correta.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:36:38Z
2012-09_19,OBJETIVA,J2,gemma2,medio,Direito Constitucional,Saúde,"Com relação às diretrizes e normas constitucionais referentes à prestação da saúde, assinale a afirmativa correta.",B,D,False,True,"{```json
{
  ""resposta_objetiva"": ""D"" 
}
```",2026-03-31T01:36:40Z
2012-09_20,OBJETIVA,J2,gemma2,medio,Direito Internacional,Convenção para a Prevenção e a Repressão do Crime de Genocídio,"A Resolução 96 (I), de 11 de dezembro de 1946, da Assembleia Geral da Organização das Nações Unidas declarou que o genocídio é um crime contra o Direito Internacional.
Nesse passo, a Convenção para a Prevenção e Repressão do Crime de Genocídio afirmou que",D,D,True,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:36:42Z
2012-09_21,OBJETIVA,J2,gemma2,medio,Direito Internacional,Execução de Sentença,"O Pacto de São José da Costa Rica prevê que os Estados signatários devem cumprir com as decisões emanadas pela Corte Interamericana de Direitos Humanos. Uma das hipóteses de condenação consiste no pagamento, pelo Estado, de indenização compensatória à vítima da violação de direitos humanos.
Assinale a afirmativa que indica o procedimento a ser adotado, caso o Estado brasileiro não cumpra espontaneamente a sentença internacional que o obriga a pagar a indenização.",B,C,False,True,"{```json
{
  ""resposta_objetiva"": ""C"" 
}
```",2026-03-31T01:36:44Z
2012-09_22,OBJETIVA,J2,gemma2,medio,Direito Internacional,Convenção Interamericana para Prevenir e Punir a Tortura,"Com relação à Convenção Interamericana para Prevenir e Punir a Tortura, ratificada pelo Brasil em 20 de julho de 1989, assinale a afirmativa correta.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:36:47Z
2012-09_23,OBJETIVA,J2,gemma2,medio,Direito Internacional,Organizações Internacionais - Organização das Nações Unidas (ONU),"Com base da Carta das Nações Unidas, assinale a afirmativa correta.",A,A,True,True,"{```json
{
  ""resposta_objetiva"": ""A""
}
```",2026-03-31T01:36:49Z
2012-09_24,OBJETIVA,J2,gemma2,dificil,Direito Internacional,Conflito de Leis no Espaço - Sucessão e Forma dos Atos,"José, de nacionalidade brasileira, era casado com Maria, de nacionalidade sueca, encontrando-se o casal domiciliado no Brasil. Durante a viagem de “lua de mel”, na França, Maria, após o jantar, veio a falecer, em razão de uma intoxicação alimentar. Maria, quando ainda era noiva de José, havia realizado testamento em Londres, dispondo sobre os seus bens, entre eles dois imóveis situados no Rio de Janeiro.
À luz das regras de Direito Internacional Privado, assinale a afirmativa correta.",B,B,True,True,"{```json
{
  ""resposta_objetiva"": ""B""
}
```",2026-03-31T01:36:51Z
2012-09_25,OBJETIVA,J2,gemma2,medio,Direito Tributário,Imposto sobre Produtos Industrializados (IPI),"Acerca do Imposto sobre Produtos Industrializados, de competência da União, assinale a afirmativa que contempla duas de suas características.",A,A,True,True,"{```json
{
  ""resposta_objetiva"": ""A""
}
```",2026-03-31T01:36:53Z
2012-09_28,OBJETIVA,J2,gemma2,medio,Direito Tributário,Imunidade Recíproca,"O procurador do município Gama decide contestar judicialmente a cobrança do ICMS discriminada na fatura da conta de luz do imóvel onde funciona a sede da prefeitura, alegando a condição de ente político para livrar-se da exação.
A demanda da municipalidade deverá ser",D,D,True,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:36:55Z
2012-09_29,OBJETIVA,J2,gemma2,facil,Direito Administrativo,Classificação dos Serviços Públicos,"Acerca dos serviços considerados como serviços públicos uti singuli, assinale a afirmativa correta.",C,B,False,True,"{```json
{
  ""resposta_objetiva"": ""B"" 
}
```",2026-03-31T01:36:58Z
2012-09_30,OBJETIVA,J2,gemma2,medio,Direito Administrativo,Fase Declaratória,"A desapropriação é um procedimento administrativo que possui duas fases: a primeira, denominada declaratória e a segunda, denominada executória.
Quanto à fase declaratória, assinale a afirmativa correta.",B,C,False,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:37:00Z
2012-09_31,OBJETIVA,J2,gemma2,facil,Direito Administrativo,Segurança Jurídica,"De acordo com o Art. 2º, inciso XIII, da Lei n. 9.784/98, a Administração deve buscar a interpretação da norma que melhor garanta o atendimento do fim público a que se dirige, vedada a aplicação retroativa da nova interpretação.
Assinale a alternativa que indica o princípio consagrado por esse dispositivo, em sua parte final.",D,A,False,True,"{```json
{
  ""resposta_objetiva"": ""A""
}
```",2026-03-31T01:37:02Z
2012-09_32,OBJETIVA,J2,gemma2,medio,Direito Administrativo,Exploração direta de atividade econômica pelo Estado,"Atento à crescente especulação imobiliária, e ciente do sucesso econômico obtido pelas construtoras do País com a construção de imóveis destinados ao público de alta renda, o Estado “X” decide ingressar nesse lucrativo mercado. Assim, edita uma lei autorizando a criação de uma empresa pública e, no mesmo ano, promove a inscrição dos seus atos constitutivos no registro das pessoas jurídicas.
Assinale a alternativa que apresenta a alegação que as construtoras privadas, incomodadas pela concorrência de uma empresa pública, poderiam apresentar.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C"" 
}
```",2026-03-31T01:37:04Z
2012-09_33,OBJETIVA,J2,gemma2,medio,Direito Administrativo,Parcerias Público-Privadas (PPP),"Um estado da Federação, em processo de recuperação econômica, pretende restaurar o seu antigo Parque de Esportes, uma enorme área que concentra estádio de futebol, ginásio de esportes coletivos e parque aquático. Não dispondo de recursos para custear a totalidade da obra e nem tendo expertise para promover uma boa gestão do espaço, o Estado pretende firmar um contrato de parceria público-privada, nos moldes da Lei n. 11.079/2004.
Sobre o instituto da Parceria Público-Privada, assinale a afirmativa correta.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:37:06Z
2012-09_34,OBJETIVA,J2,gemma2,medio,Direito Administrativo,Controle Externo e Tribunal de Contas,"As contas do Prefeito do Município X não foram aprovadas pelo Tribunal de Contas do Estado. Dentre outras irregularidades, apurou-se o superfaturamento em obras públicas.
Sobre o controle exercido pelas Cortes de Contas, assinale a afirmativa correta.",A,D,False,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:08Z
2012-09_35,OBJETIVA,J2,gemma2,medio,Direito Ambiental,Ações Administrativas na Lei Complementar 140/2011,"A Lei Complementar n. 140 de 2011 fixou normas para a cooperação entre os entes da federação nas ações administrativas decorrentes do exercício da competência comum relativas ao meio ambiente. Sobre esse tema, assinale a afirmativa correta.",D,B,False,True,"{```json
{
  ""resposta_objetiva"": ""B""
}
```",2026-03-31T01:37:10Z
2012-09_36,OBJETIVA,J2,gemma2,medio,Direito Ambiental,Sanções Administrativas,"A respeito da responsabilidade administrativa federal por danos ambientais, regulamentada pelo Decreto n. 6.514/08 e alterado pelo Decreto 6.686/08, assinale a afirmativa correta.",A,D,False,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:13Z
2012-09_37,OBJETIVA,J2,gemma2,medio,Direito Civil,Ordem de vocação hereditária e meação,"José, viúvo, é pai de Mauro e Mário, possuindo um patrimônio de R$ 300.000,00. Casou-se com Roberta, que tinha um patrimônio de R$ 200.000,00, pelo regime da comunhão universal de bens. José e Roberta tiveram dois filhos, Bruno e Breno.
Falecendo Roberta, a divisão do monte seria a seguinte:",C,A,False,True,"{```json
{
  ""resposta_objetiva"": ""A""
}
```",2026-03-31T01:37:15Z
2012-09_38,OBJETIVA,J2,gemma2,facil,Direito Civil,Cláusulas Especiais à Compra e Venda (Preempção),"Marcelo firmou com Augusto contrato de compra e venda de imóvel, tendo sido instituindo no contrato o pacto de preempção. Acerca do instituto da preempção, assinale a afirmativa correta.",B,C,False,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:37:17Z
2012-09_39,OBJETIVA,J2,gemma2,medio,Direito Civil,Hipoteca,"De acordo com as regras atinentes à hipoteca, assinale a afirmativa correta.",D,D,True,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:19Z
2012-09_40,OBJETIVA,J2,gemma2,dificil,Direito Civil,Alimentos,"Henrique e Natália, casados sob o regime de comunhão parcial de bens, decidiram se divorciar após 10 anos de união conjugal. Do relacionamento nasceram Gabriela e Bruno, hoje, com 8 e 6 anos, respectivamente. Enquanto esteve casada, Natália, apesar de ter curso superior completo, ser pessoa jovem e capaz para o trabalho, não exerceu atividade profissional para se dedicar integralmente aos cuidados da casa e dos filhos.
Considerando a hipótese acima e as regras atinentes à prestação de alimentos, assinale a afirmativa correta.",C,C,True,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:37:21Z
2012-09_41,OBJETIVA,J2,gemma2,medio,Direito Civil,Vícios Redibitórios,"Em 12.09.12, Sílvio adquiriu de Maurício, por contrato particular de compra e venda, um automóvel, ano 2011, por R$ 34.000,00 (trinta e quatro mil reais). Vinte dias após a celebração do negócio, Sílvio tomou conhecimento que o veículo apresentava avarias na suspensão dianteira, tornando seu uso impróprio pela ausência de segurança.
Considerando que o vício apontado existia ao tempo da contratação, de acordo com a hipótese acima e as regras de direito civil, assinale a afirmativa correta.",B,B,True,True,"{```json
{
  ""resposta_objetiva"": ""B""
}
```",2026-03-31T01:37:23Z
2012-09_42,OBJETIVA,J2,gemma2,medio,Direito Civil,Pagamento em Consignação,"Tiago celebrou com Ronaldo contrato de compra e venda de dez máquinas de costura importadas da China. Restou acordado que o pagamento se daria em trinta e seis prestações mensais e consecutivas com reajuste a cada doze meses conforme taxa Selic, a ser efetuado no domicílio do credor. O contrato estabeleceu, ainda, a incidência de juros moratórios, no importe de 2% (dois por cento) do valor da parcela em atraso, e cláusula penal, fixada em 10% (dez por cento) do valor do contrato, em caso de inadimplência. Após o pagamento de nove parcelas, Tiago foi surpreendido com a notificação extrajudicial enviada por Ronaldo, em que se comunicava um reajuste de 30% (trinta por cento) sobre o valor da última parcela paga sob o argumento de que ocorreu elevada desvalorização no câmbio. Tiago não concordou com o reajuste e ao tentar efetuar o pagamento da décima parcela com base no valor inicialmente ajustado teve o pagamento recusado por Ronaldo.
Considerando o caso acima e as regras previstas no Código Civil, assinale a afirmativa correta.",A,C,False,True,"{```json
{
  ""resposta_objetiva"": ""C""
}
```",2026-03-31T01:37:26Z
2012-09_43,OBJETIVA,J2,gemma2,medio,Direito Civil,Responsabilidade Objetiva e Solidária,"No dia 23 de junho de 2012, Alfredo, produtor rural, contratou a sociedade Simões Aviação Agrícola Ltda., com a finalidade de pulverizar, por via aérea, sua plantação de soja. Ocorre que a pulverização se deu de forma incorreta, ocasionando a perda integral da safra de abóbora pertencente a Nilson, vizinho lindeiro de Alfredo.
Considerando a situação hipotética e as regras de responsabilidade civil, assinale a afirmativa correta.",B,D,False,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:28Z
2012-09_44,OBJETIVA,J2,gemma2,medio,Direito da Criança e do Adolescente,Autorização para Viagem e Hospedagem,"Juliana, estudante de 17 anos, em comemoração a sua recente aprovação no vestibular de uma renomada universidade, saiu em viagem com Gustavo, seu namorado de 25 anos, funcionário público federal.
Acerca de possíveis intercorrências ao longo da viagem, é correto afirmar que",A,D,False,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:30Z
2012-09_45,OBJETIVA,J2,gemma2,medio,Direito da Criança e do Adolescente,Estágio de Convivência,"Acerca do estágio de convivência precedente a adoção, assinale a afirmativa correta.",D,B,False,True,"{```json
{
  ""resposta_objetiva"": ""B""
}
```",2026-03-31T01:37:32Z
2012-09_46,OBJETIVA,J2,gemma2,medio,Direito do Consumidor,Publicidade Enganosa e Abusiva,"Academia de ginástica veicula anúncio assinalando que os seus alunos, quando viajam ao exterior, podem se utilizar de rede mundial credenciada, presente em 60 países e 230 cidades, sem custo adicional. Um ano após continuamente fazer tal divulgação, vários alunos reclamam que, em quase todos os países, é exigida tarifa de uso da unidade conveniada. A academia responde que a referência ao “sem custo adicional” refere-se à inexistência de acréscimo cobrado por ela, e não de eventual cobrança, no exterior, de terceiro.
Acerca dessa situação, assinale a afirmativa correta.",D,D,True,True,"{```json
{
  ""resposta_objetiva"": ""D""
}
```",2026-03-31T01:37:34Z
